;id;Carats;Cert;Clarity;Color;Cut;Depth;Fluroescence;Known_Conflict_Diamond;Measurements;Polish;Regions;Shape;Symmetry;Table;Vendor;Offers;Price;Difference;Retail
344;8395;0,54;AGSL;SI1;F; ;62,3;;;5.22x5.19x3.24;Excellent;DR Congo;Marquise;Excellent;;1;;1748,821270009874;-6079,989580851001;-4331,168310841127
345;8396;0,52;AGSL;VS2;H; ;61,3;Faint;;5.22x5.19x3.19;Excellent;Russia;Marquise;Excellent;58,0;1;;1719,4481042138468;14045,563921643141;15765,012025856988
346;8397;0,6;AGSL;SI2;H; ;62,3;None;;5.38x5.42x3.36; ;Australia;Round; ;56,0;1;;1219,8335380272429;13653,289332605375;14873,122870632618
347;8398;0,58;AGSL;VS1;I; ;;Faint;;5.38x5.37x3.27;Excellent;Russia;Round;Excellent;;1;;1571,6885598898334;13951,660144469617;15523,34870435945
348;8399;0,5;AGSL;SI1;D; ;61,1;None;;5.15x5.12x3.13;Very good;Russia;Round;Very good;;1;;2137,08238482873;14310,977818297331;16448,06020312606
349;8400;0,62;AGSL;VVS2;J; ;62,1;None;;5.48x5.45x3.4;Excellent;Russia;Princess;Excellent;57,0;1;;1397,3261644036688;13840,849789659173;15238,17595406284
350;8401;0,53;AGSL;SI1;E; ;;None;;5.2x5.18x3.2;Very good;DR Congo;Emerald;Very good;58,0;1;;1897,7898886001817;-5985,317415814552;-4087,5275272143704
351;8402;0,54;AGSL;VS2;H; ;62,4;None;;5.22x5.2x3.25;Excellent;Angola;Marquise;Excellent;57,0;1;;1454,5680517805774;3616,770669326761;5071,338721107339
352;8403;0,64;AGSL;SI2;G; ;62,5;;;5.5x5.47x3.43;Very good;Angola;Round;Very good;58,0;1;;1087,9462144737706;3383,7760734452786;4471,722287919049
354;8405;0,62;AGSL;SI2;F;Excellent;61,2;None;;5.46x5.51*3.36;Very good;Botswana;Round;Very good;;1;;1396,8113116618667;10356,475302219791;11753,286613881657
355;8406;0,5;AGSL;VS2;E; ;;Faint;;5.02x4.99x3.23;Very good;Canada;Oval;Very good;56,0;1;;2131,9203528929306;18184,644093291063;20316,564446183995
356;8407;0,54;AGSL;VS2;H; ;60,0;None;;5.3x5.28x3.17;Excellent;Russia;Round;Excellent;59,0;1;;1416,3515398734276;13852,94074883834;15269,292288711767
357;8408;0,7;AGSL;VS2;J; ;63,4;None;;5.65x5.57x3.55;Excellent;Botswana;Round;Good;59,0;1;;901,0877682255876;10041,434311971261;10942,522080196848
358;8409;0,6;AGSL;SI2;E; ;57,7;None;;5.56x5.54x3.2;Excellent;Russia;Round;Very good;64,0;1;;1608,1585150259752;13974,83743942068;15582,995954446655
359;8410;0,5;AGSL;SI1;D; ;59,3;None;;5.22x5.19x3.09;Excellent;Australia;Asscher;Very good;;1;;1783,0826072097746;14011,243976602706;15794,32658381248
360;8411;0,5;AGSL;VS2;E; ;;None;;5.06x5.02x3.21;Excellent;DR Congo;Oval;Very good;;1;;1917,4840037765537;-5972,801460844526;-4055,317457067973
361;8412;0,51;AGSL;VS2;F; ;62,0;Medium Bl..;;5.16x5.15x3.2;Very good;Canada;Emerald;Excellent;;2;;1830,6449587848595;23634,083738709323;25464,72869749418
363;8414;0,52;AGSL;VS2;G; ;62,1;None;;5.17x5.15x3.2;Excellent;Australia;Round;Excellent;;1;;1720,2698358419218;13971,325360765313;15691,595196607235
364;8415;0,63;AGSL;SI1;H; ;61,0;None;True;5.53x5.5x3.36;Very good;Angola;Emerald;Very good;62,0;1;;1302,2516004372403;3519,9708979668685;4822,222498404109
365;8416;0,64;AGSL;SI2;F; ;59,2;;;5.6x5.63x3.32; ;Angola;Cushion; ;;1;;1351,6336084082106;3551,3540285395975;4902,987636947808
366;8417;0,51;AGSL;VS2;F; ;60,2;Medium Bl..;;5.21x5.19x3.13;Very good;Angola;Oval;Very good;59,0;1;;2804,8598413397763;4474,904740503614;7279,76458184339
367;8418;0,5;GemEx;VS2;E; ;59,4;None;;5.17x5.18x3.08; ;DR Congo;Round; ;;1;;2997,6663225725492;-5311,719279943147;-2314,0529573705976
368;8419;0,54;GemEx;SI1;E; ;61,1;None;;5.27X5.25x3.21;Excellent;South Africa;Round;Excellent;58,0;1;;1862,7126435522441;10331,773127857981;12194,485771410225
369;8420;0,52;AGSL;VS2;G; ;;Faint;;5.24x5.26x3.11; ;Australia;Round; ;;1;;1957,3284405782629;14121,980254146776;16079,30869472504
370;8421;0,55;AGSL;SI1;F; ;62,7;None;;5.24x5.26x3.29; ;Canada;Radiant; ;;1;;1719,2683106308505;17922,39649633174;19641,66480696259
371;8422;0,6;AGSL;VS1;I; ;63,4;None;;5.37x5.35x3.4;Very good;Botswana;Pear;Very good;55,0;1;;1462,6922960083748;10398,343821118851;11861,036117127227
372;8423;0,5;AGSL;VS1;E; ;63,7;None;;5.04x4.95x3.18;Excellent;Angola;Round;Very good;;1;;2846,8500999825114;4501,590284974431;7348,440384956943
373;8424;0,51;AGSL;VS2;E; ;62,2;Medium Bl..;;5.12x5.11x3.18;Excellent;Botswana;Round;Excellent;56,0;1;;1632,7156871351344;10506,396662698033;12139,112349833167
374;8425;0,5;AGSL;VS2;F; ;;None;;5.15x5.17x3.08; ;Russia;Round; ;;1;;1670,690771519265;14014,577783144447;15685,268554663711
375;8426;0,53;AGSL;VS2;G; ;59,7;None;;5.33+5.3x3.17;Excellent;Russia;Round;Very good;;1;;1583,948949199472;13959,45183651266;15543,400785712132
376;8427;0,5;AGSL;VVS2;G; ;62,4;None;;5.06x5.02x3.15;Excellent;DR Congo;Princess;Very good;56,0;1;;1562,3166654668535;-6198,516522084919;-4636,199856618066
377;8428;0,6;AGSL;SI1;G;Very good;62,8;;;5.35x5.37*3.37;Very good;Russia;Round;Excellent;58,0;1;;1430,2382309214404;13861,765984107005;15292,004215028446
379;8430;0,6;AGSL;VS2;I; ;;None;;5.4x5.42x3.39; ;Angola;Emerald; ;;1;;1211,5803873141315;3462,3477546896065;4673,928142003738
380;8431;0,51;AGSL;VS2;G; ;;None;;5.13x5.16x3.16; ;Botswana;Radiant; ;56,0;1;;1330,2362722399869;10314,165699169844;11644,40197140983
381;8432;0,6;AGSL;SI1;E; ;64,4;Medium Bl..;;5.33x5.28x3.42;Excellent;Botswana;Princess;Good;55,0;1;;1765,1153004515354;10590,538934817254;12355,65423526879
382;8433;0,72;AGSL;I1;E; ;61,2; ;;5.72x5.76x3.51;Very good;Botswana;Round;Very good;59,0;1;;1153,6362285511018;10201,933279753128;11355,56950830423
383;8434;0,51;AGSL;VS1;G; ;62,3;None;;5.14x5.12x3.2;Excellent;Russia;Round;Excellent;;1;;2248,6789154877756;14381,899367198195;16630,578282685972
384;8435;0,53;AGSL;VS2;G; ;62,3;;;5.16x5.17x3.22; ;Russia;Asscher; ;57,0;1;;1434,5703636675955;13864,519130307766;15299,089493975362
385;8436;0,6;AGSL;VS1;I; ;62,3; ;;5.39x5.42x3.37;Excellent;Russia;Oval;Very good;;1;;1764,5765521046812;14074,243840319901;15838,820392424583
386;8437;0,55;AGSL;VS2;G; ;62,2;Faint;;5.26x5.23x3.26;Excellent;Russia;Emerald;Excellent;55,0;1;;1945,9547160919806;14189,512838834522;16135,467554926503
387;8438;0,71;AGSL;I1;F; ;59,7;None;;5.78x5.77x3.45;Very good;Australia;Round;Good;60,0;1;;1274,4767652064374;13688,016060090577;14962,492825297013
388;8439;0,64;AGSL;SI2;E; ;63,2;None;;5.49x5.47x3.46;Excellent;Russia;Round;Excellent;56,0;1;;1172,261639927573;13697,817344257717;14870,07898418529
389;8440;0,51;AGSL;VVS1;G; ;62,1;Medium Bl..;;5.15x5.13x3.19;Excellent;Russia;Pear;Excellent;;1;;2344,787813002261;14442,978254101114;16787,766067103374
390;8441;0,6;AGSL;SI1;D; ;64,5;Strong Bl..;;5.31x5.26x3.41;Very good;Russia;Radiant;Very good;56,0;1;;2094,509996907338;14283,922320478869;16378,432317386207
392;8443;0,61;AGSL;SI1;E; ;62,0;Faint;;5.42x5.46x3.37; ;South Africa;Emerald; ;;1;;1656,0076080691033;10225,801052050589;11881,808660119692
393;8444;0,5;AGSL;VS2;D; ;63,1;None;;5.02x4.99x3.15;Excellent;Canada;Round;Good;56,0;1;;2601,853691769101;18483,29495704488;21085,14864881398
394;8445;0,5;AGSL;VS1;E; ;62,7;None;;5.07x5.04*3.17;Excellent;Russia;Oval ;Very good;;1;;1679,5922811620203;14020,23484835689;15699,82712951891
395;8446;0,52;AGSL;VS2;E; ;61,5;;;5.2x5.18x3.19;Excellent;Canada;Marquise;Excellent;58,0;1;;2045,2753219570127;18129,579659278206;20174,854981235218
396;8447;0,5;AGSL;VS1;F; ;62,9;None;;4.98x5.04x3.15;Very good;Russia;Round;Good;;2;;2177,7168717562513;19977,70717876633;22155,424050522583
397;8448;0,6;AGSL;VS2;H; ;;None;;5.4x5.37x3.39;Excellent;Other/Unknown;Round;Very good;;2;;1336,476513213399;20172,724426389927;21509,200939603325
398;8449;0,5;AGSL;VS2;D; ;58,1;None;;5.2x5.19x3.02;Very good;Other/Unknown;Round;Very good;62,0;1;;2791,8932605343007;15456,761815938606;18248,655076472907
399;8450;0,56;AGSL;VS1;H; ;61,5;None;;5.34x5.35x3.29; ;Botswana;Round; ;55,0;1;;1861,7425608792337;10651,947250426249;12513,689811305481
400;8451;0,5;AGSL;VS2;D; ;60,1;None;;5.17x5.14x3.1;Excellent;DR Congo;Round;Very good;;2;1957,5771900972188;2087,932349307799;-223,5731206437813;1864,3592286640178
401;8452;0,5;AGSL;VS2;D; ;61,5; ;;5.05x5.08x3.12;Very good;Botswana;Round;Very good;58,0;2;;2094,5835508947275;16440,827208474897;18535,410759369624
402;8453;0,6;AGSL;VVS1;H; ;63,6;Strong Bl..;;5.34x5.32x3.39;Excellent;Russia;Radiant;Very good;58,0;1;;1977,074785172135;14209,29018753911;16186,364972711246
403;8454;0,5;AGSL;VS1;D; ;62,7;Faint;False;5.08x5.03x3.17;Excellent;Australia;Round;Very good;59,0;1;;3192,194176705697;14906,759047659078;18098,953224364774
404;8455;0,6;AGSL;VS2;G; ;63,0;None;;5.37x5.29x3.36;Very good;Russia;Round;Very good;;2;;1727,500537283768;19691,586816487215;21419,087353770985
405;8456;0,6;AGSL;VVS2;H; ;63,2;;;5.37x5.35x3.39;Excellent;Australia;Round;Excellent;57,0;1;;1968,2934882905101;14128,948733927748;16097,242222218258
406;8457;0,61;GemEx;VS2;H; ;61,3;None;;5.48*5.47x3.36;Excellent;Botswana;Round;Excellent;58,0;1;;1627,8568976580266;10477,916223996574;12105,7731216546
407;8458;0,53;AGSL;VS1;E; ;56,3; ;;5.4x5.44x3.05;Good;Australia;Princess;Good;61,0;2;;2844,0835598006056;20326,43408906801;23170,517648868616
408;8459;0,55;AGSL;VS1;G; ;59,1;Faint;;5.36x5.37x3.17; ;Botswana;Oval; ;62,0;1;;1656,3491293031177;10521,41612893514;12177,765258238258
409;8460;0,54;AGSL;VVS1;H;Excellent;;None;;5.23x5.29x3.21;Very good;Botswana;Radiant;Very good;;1;;1740,460567908489;10574,870420667547;12315,330988576035
410;8461;0,61;AGSL;SI1;D; ;61,4;Medium Bl..;False;5.48x5.46*3.36;Excellent;South Africa;Princess;Excellent;57,0;1;;2042,4332966068769;10471,381342085893;12513,81463869277
411;8462;0,5;AGSL;VS1;F; ;62,2;None;;5.06x5.07x3.15; ;Russia;Round; ;;1;;1682,1594168894883;14021,866308053312;15704,0257249428
412;8463;0,7;AGSL;SI2;G; ;59,2;None;;5.76x5.72+3.4;Excellent;Australia;Round;Excellent;65,0;1;;1382,105823539329;13756,416210871528;15138,522034410857
413;8464;0,5;AGSL;VS1;D; ;61,6;;;5.09x5.05x3.12;Excellent;Botswana;Round;Very good;56,0;1;;2290,766171079149;10924,599265419263;13215,365436498412
414;8465;0,61;AGSL;SI1;D; ;;Medium Bl..;;5.39x5.35x3.36;Excellent;South Africa;Oval ;Excellent;58,0;1;;2070,4599239065215;10489,192754383566;12559,652678290087
415;8466;0,5;AGSL;VVS2;D; ;;;;5.11x5.08x3.21;Excellent;Botswana;Radiant;Very good;;1;;4037,8519532355917;12034,902865374159;16072,75481860975
417;8468;0,61;AGSL;SI1;E; ;62,1;None;;5.47x5.45*3.39;Excellent;Other/Unknown;Marquise;Excellent;57,0;1;;2227,864688678626;15098,311784346113;17326,176473024738
418;8469;0,62;AGSL;SI1;E; ;62,4;None;;5.49x5.47x3.42;Excellent;Botswana;Radiant;Excellent;;1;;1598,291565365358;10484,519530666716;12082,811096032074
419;8470;0,8;AGSL;SI2;I;Very good;64,5;None;;5.79x5.84x3.75;Excellent;Russia;Asscher;Excellent;58,0;1;;817,0543702084951;13472,076905907605;14289,131276116099
420;8471;0,51;AGSL;VVS2;G; ;63,1;;;5.05x5.09x3.2;Very good;Russia;ROUND;Very good;;1;;2471,6120045403286;14523,577248073969;16995,1892526143
421;8472;0,7;AGSL;SI2;E; ;63,7;;;5.62x5.55x3.56;Very good;DR Congo;Radiant;Very good;;2;780,2314287541709;1402,3501571278466;-659,2726059333982;743,0775511944485
423;8474;0,7;GemEx;VS2;I; ;63,7;None;;5.59x5.54X3.55;Excellent;Australia;Round;Very good;59,0;1;;1268,7199337798618;13658,96490000864;14927,6848337885
424;8475;0,65;GemEx;VS1;H; ;57,7;;;5.73x5.67x3.29;Very good;DR Congo;Round;Very good;61,0;2;1094,3100372806562;1600,767524074549;-558,5674885691624;1042,2000355053867
425;8476;0,9;GemEx;VS2;M; ;62,8;None;;6.15x6.1x3.84;Excellent;Botswana;Round;Very good;;1;;845,084676220953;9980,450773654738;10825,535449875691
426;8477;0,57;AGSL;VS2;E; ;;;;5.29x5.32x3.31; ;DR Congo;Radiant; ;58,0;1;;2614,49525826671;-5529,838606373651;-2915,3433481069405
427;8478;0,6;AGSL;VVS2;F; ;62,9;Medium Bl..;;5.35x5.31x3.35;Very good;Russia;Round;Very good;;2;;1963,2595660656752;19841,41580659858;21804,675372664256
428;8479;0,7;AGSL;VS2;I; ;58,3;None;False;5.8x5.78x3.38;Very good;Russia;Pear;Very good;63,0;1;;2978,6275007736463;14845,794472007829;17824,421972781474
429;8480;0,7;AGSL;VVS1;J; ;;None;True;5.54x5.57x3.6;Very good;DR Congo;Round;Very good;56,0;1;;1128,1765365780936;-6474,4201742771365;-5346,243637699043
430;8481;0,59;AGSL;VS1;F; ;62,5; ;;5.32x5.37x3.34;Excellent;DR Congo;Princess;Very good;57,0;1;;1881,1229839653276;-5995,909525489533;-4114,786541524205
431;8482;0,54;AGSL;VVS2;E; ;61,9;Faint;;5.24x5.22x3.24;Excellent;Australia;Round;Excellent;57,0;1;;5125,257749821603;16135,254789592864;21260,512539414467
432;8483;0,7;AGSL;VS1;I; ;;Medium Bl..;;5.66x5.58x3.55;Excellent;Botswana;Oval;Good;;1;;1457,7320223459724;10395,19148036926;11852,923502715232
433;8484;0,6;AGSL;VVS1;H; ;61,4;None;;5.43x5.47x3.35; ;Angola;Emerald; ;;2;;4035,8781034228523;10898,14382956289;14934,021932985743
435;8486;0,7;AGSL;SI2;F; ;62,4;None;;5.72x5.66x3.55;Excellent;Canada;Radiant;Very good;;1;;1029,7093269159895;17484,169690401905;18513,879017317893
436;8487;0,66;AGSL;SI1;E; ;62,6;None;;5.57x5.6*3.5; ;Angola;Emerald; ;56,0;2;;1457,0626617445591;9259,26147028886;10716,32413203342
437;8488;0,7;AGSL;SI2;G; ;62,5;Faint;;5.65x5.68x3.54;Very good;Russia;ROUND;Excellent;57,0;1;;1827,5646786700768;14114,27389745519;15941,838576125267
438;8489;0,58;AGSL;VS1;E; ;61,4;None;;5.37x5.4-3.3; ;Russia;Emerald; ;60,0;1;;2586,989700974779;14596,901794020163;17183,891494994943
439;8490;0,61;AGSL;VS1;E; ;; ;;5.52x5.55x3.26;Very good;Australia;Emerald;Excellent;61,0;1;;2912,5153985900074;14729,01828796407;17641,533686554078
440;8491;0,61;AGSL;VVS2;G; ;62,3;;False;5.45X5.43*3.39;Excellent;Canada;Round;Excellent;;1;;2535,1193634348015;18440,884123102493;20976,003486537295
441;8492;0,6;AGSL;VS1;F; ;61,0;Faint;False;5.4x5.44x3.31; ;Botswana;Round; ;;1;;1649,012431805864;10516,753529235586;12165,76596104145
442;8493;0,6;AGSL;VS2;E; ;61,8; ;;5.35x5.42x3.33;Excellent;Russia;Round;Very good;61,0;1;;2138,1871077486812;14311,679889052815;16449,866996801495
443;8494;0,7;AGSL;SI1;G; ;;Medium Bl..;;5.66x5.61x3.57;Very good;Russia;Round;Very good;56,0;1;;1362,5180985637971;13818,728654449784;15181,24675301358
444;8495;0,63;AGSL;VS2;F; ;61,7;None;;5.53x5.5x3.41;Excellent;Canada;Round;Excellent;58,0;2;;2461,508109635377;24035,008315294024;26496,516424929403
445;8496;0,61;AGSL;VS2;E; ;61,0;None;;5.5x5.48*3.35;Excellent;Botswana;Round;Excellent;57,0;1;;1477,3730935093222;10407,673724940403;11885,046818449726
446;8497;0,62;AGSL;VS1;E; ;61,4;Medium Bl..;;5.51x5.48x3.37;Excellent;Botswana;Radiant;Very good;58,0;2;;2310,6322908571733;16578,1299649829;18888,762255840076
447;8498;0,7;AGSL;SI2;E; ;;;;5.71x5.68x3.53;Very good;Botswana;Round;Very good;;2;;1297,241316600473;15934,102259892084;17231,343576492556
448;8499;0,6;AGSL;VS2;D; ;62,5;None;True;5.39x5.35x3.36;Excellent;Angola;Round;Good;56,0;2;;2532,735075615083;9942,870120585612;12475,605196200695
449;8500;0,91;AGSL;VS1;L; ;62,2;;;6.23x6.18x3.86;Excellent;DR Congo;Round;Excellent;58,0;1;;695,1452773127071;-6749,619120411258;-6054,473843098551
450;8501;0,6;AGSL;VVS2;E; ;62,7;;;5.38x5.35x3.37;Excellent;Russia;Emerald;Very good;57,0;1;;1990,4854450749353;14217,812896681346;16208,298341756281
451;8502;0,81;AGSL;SI1;I; ;64,2;None;;5.89x5.82x3.76;Excellent;South Africa;Round;Very good;59,0;1;;923,8831373745331;9760,523133971546;10684,406271346079
452;8503;0,6;AGSL;VS2;D; ;63,6;Faint;;5.34+5.3x3.38;Very good;Botswana;Pear;Very good;58,0;1;;2038,1351039231652;10764,04779955048;12802,182903473646
453;8504;0,7;AGSL;SI1;F; ;;Strong Bl..;;5.67x5.62x3.57;Excellent;Australia;Round;Good;56,0;1;;1325,7470559762442;13720,599227439227;15046,34628341547
454;8505;0,6;AGSL;VVS1;E; ;;Medium Bl..;;5.39x5.37-3.38;Excellent;DR Congo;Cushion;Excellent;56,0;2;2551,2606052678575;2433,6411381764706;-3,869133159463672;2429,772005017007
455;8506;0,6;AGSL;VS1;E; ;59,9;;;5.47*5.45x3.27;Excellent;Canada;Oval;Very good;;1;;2221,2014339368675;18241,383783295634;20462,585217232503
456;8507;0,8;AGSL;SI1;I;Very good;64,5;None;;5.76x5.79x3.73;Excellent;Australia;Round;Excellent;58,0;2;;1076,8557607053697;19203,329884731873;20280,185645437243
458;8509;0,7;AGSL;SI2;F; ;62,4;None;False;5.66x5.68x3.54; ;Canada;Round; ;;2;;1266,643096788925;23275,6506817003;24542,293778489224
460;8511;0,8;AGSL;SI1;I;Excellent;62,1;Strong Bl..;;5.95x5.96x3.7;Excellent;Russia;Princess;Excellent;58,0;1;;1493,0909023849179;13901,709957153675;15394,800859538593
461;8512;0,61;AGSL;VS1;E; ;62,5;None;;5.44x5.41x3.39;Excellent;Australia;Round;Excellent;57,0;1;;2144,1533610973397;14240,710761791099;16384,864122888437
462;8513;0,7;AGSL;VS2;G; ;64,4;None;;5.58x5.56x3.59;Excellent;Canada;Round;Excellent;;1;;1480,0509443080284;17770,36967216967;19250,4206164777
463;8514;0,8;AGSL;SI2;H;Excellent;62,4;None;;5.9x5.96+3.7;Excellent;Angola;Round;Very good;58,0;1;;887,9381932467688;3256,667474510832;4144,605667757601
465;8516;0,71;GemEx;SI2;F; ;62,7;None;;5.66x5.71x3.56; ;Russia;Round; ;57,0;1;;1282,2809008406703;13742,34391769427;15024,62481853494
466;8517;0,62;AGSL;VS1;E; ;62,0;None;;5.51x5.47x3.4;Excellent;Botswana;Round;Excellent;57,0;2;;1992,4193066289054;16375,900042703446;18368,319349332352
467;8518;0,7;AGSL;SI1;G; ;61,4;None;;5.69x5.64x3.48;Very good;Australia;Oval;Very good;;1;;1149,144809204323;13608,365407924673;14757,510217128996
468;8519;0,75;AGSL;VVS2;I; ;62,1;;;5.83x5.8x3.61;Excellent;Botswana;Round;Very good;57,0;1;;1357,0385887644347;10331,199040536452;11688,237629300887
469;8520;0,81;AGSL;SI2;G; ;64,4;;;5.84x5.82x3.75;Excellent;Canada;Round;Very good;56,0;1;;1221,1672249982778;17605,844536394972;18827,01176139325
470;8521;0,7;AGSL;VS2;F; ;65,1;None;;5.55x5.52x3.61;Very good;Russia;Round;Excellent;57,0;1;;1550,6587099962267;13938,295306702716;15488,954016698943
471;8522;0,7;AGSL;VS2;F; ;63,3;Medium Bl..;;5.64x5.6*3.56;Very good;Botswana;Oval;Very good;59,0;1;;1470,8742871955485;10403,543619756507;11874,417906952056
472;8523;0,7;AGSL;SI1;F; ;;Medium Bl..;;5.68x5.63x3.52;Excellent;Russia;Princess;Very good;56,0;1;;1387,2310364778068;13834,434159131713;15221,66519560952
473;8524;0,9;AGSL;VS1;K; ;63,6;;;6.07x6.02x3.85;Excellent;Botswana;Asscher;Excellent;55,0;1;;694,3471311445384;9910,047017796885;10604,394148941425
474;8525;0,7;AGSL;SI1;G;Very good;63,4;None;;5.58x5.6x3.54;Excellent;Russia;Asscher;Excellent;61,0;1;;2650,497924358533;14637,262381788603;17287,760306147138
475;8526;0,71;AGSL;SI2;D; ;60,1;None;;5.82x5.77x3.48;Excellent;Botswana;Round;Excellent;60,0;2;;1453,3345896375024;16033,302267557327;17486,63685719483
476;8527;0,7;AGSL;VS2;G; ;62,1;None;;5.71x5.7x3.54;Excellent;Australia;Round;Excellent;;1;;1859,6481616574877;14059,902726850738;15919,550888508225
477;8528;0,7;AGSL;VS2;G; ;60,1;None;False;5.76x5.74x3.45;Excellent;Botswana;Round;Very good;58,0;1;;1207,2564244864686;10236,009852973155;11443,266277459623
478;8529;0,7;AGSL;VS2;G; ;62,8;None;;5.68x5.65x3.56;Very good;South Africa;Round;Very good;;2;;1704,6208485461375;15897,601050080524;17602,22189862666
479;8530;0,62;AGSL;VS2;D; ;; ;;5.54x5.59x3.32;Very good;Botswana;Radiant;Very good;;1;;2133,761763762849;10824,820215968757;12958,581979731607
480;8531;0,62;AGSL;VS2;D; ;61,6; ;;5.49x5.56x3.4;Very good;Australia;Round;Very good;57,0;2;;2097,980377331562;19852,272454937673;21950,252832269234
481;8532;1,01;AGSL;SI2;L; ;63,6;Strong Bl..;;6.35-6.31x4.03;Very good;DR Congo;Round;Very good;58,0;2;;562,460745085902;-1193,0370308279416;-630,5762857420397
482;8533;0,71;AGSL;VS1;E; ;67,3; ;;5.4x5.54x3.68;Good;Angola;Round;Faint;;2;;2220,225358699193;9744,264724527544;11964,490083226738
483;8534;0,8;AGSL;SI2;G;Excellent;62,7;;;5.92x5.96x3.72;Excellent;Botswana;Round;Excellent;;1;;1264,417512980469;10272,336725402904;11536,754238383372
485;8536;0,7;AGSL;VS1;G; ;61,1;Faint;;5.69x5.65x3.46;Very good;South Africa;Emerald;Good;64,0;2;;1556,3081615299543;15803,345741042525;17359,653902572478
486;8537;0,7;AGSL;VS1;G; ;62,2;Faint;False;5.69x5.66x3.53;Excellent;Zimbabwe;Uncut;Very good;57,0;1;;3995,5394737686497;-7585,359724509053;-3589,8202507404035
487;8538;0,7;AGSL;VS1;G; ;61,6;None;;5.67x5.64x3.49;Excellent;Canada;ROUND;Very good;63,0;2;;2291,9350706270097;23927,241680370185;26219,176750997194
488;8539;0,7;AGSL;VS2;F; ;63,6;;;5.67x5.61x3.59;Very good;Russia;Princess;Good;55,0;1;;1623,840532698301;13984,803636189023;15608,644168887324
489;8540;0,71;AGSL;VS2;I; ;62,6;None;;5.7x5.74x3.58;Excellent;South Africa;Princess;Excellent;57,0;2;;1187,3246152664099;15568,85023777373;16756,17485304014
490;8541;0,71;AGSL;VS2;F; ;64,4;;;5.62x5.59x3.61;Excellent;Botswana;Pear;Excellent;56,0;1;;1749,9938725152692;10580,929002640154;12330,922875155424
491;8542;0,8;AGSL;SI2;F; ;61,7;Strong Bl..;;5.92x5.96x3.67; ;Other/Unknown;Round; ;60,0;1;;1064,1523978645728;14358,75225097977;15422,904648844344
492;8543;0,7;AGSL;VS1;G; ;62,5;None;;5.6x5.57*3.49;Excellent;Zimbabwe;Round;Very good;60,0;1;;1374,4306884158907;-9251,120244097521;-7876,689555681631
493;8544;0,7;AGSL;VS2;F; ;63,7;None;False;5.63x5.6x3.58;Excellent;Australia;Round;Excellent;55,0;2;;1545,9360330040743;19501,43860974148;21047,37464274555
494;8545;0,7;GemEx;VS1;D; ;58,6;Medium Bl..;;5.64x5.72x3.33;Very good;Canada;Round;Very good;65,0;1;;3024,0416817508612;18726,210222793074;21750,251904543933
495;8546;0,7;AGSL;VS2;F; ;63,2;None;;5.63x5.62x3.55;Excellent;Zimbabwe;Cushion;Excellent;57,0;2;;1529,3726839510093;-3511,7464607815673;-1982,373776830558
496;8547;0,81;AGSL;SI1;I; ;62,8;None;False;5.86x5.94x3.7;Very good;Australia;Oval;Very good;58,0;1;;998,4613255257821;13512,603416103346;14511,064741629129
497;8548;0,7;AGSL;SI1;F; ;63,2;None;False;5.58x5.62x3.54;Very good;Angola;Round;Very good;60,0;1;;1275,3572685995518;3502,8790792578257;4778,236347857377
498;8549;1,04;AGSL;VS1;M; ;62,4;;;6.5-6.45x4.04;Excellent;Botswana;Radiant;Excellent;;2;;597,3342971014856;15489,29909606333;16086,633393164817
499;8550;0,7;AGSL;VS1;F; ;64,0;None;False;5.63x5.57x3.59;Excellent;Russia;Emerald;Very good;58,0;2;;1974,5305976541583;19848,578744489612;21823,10934214377
500;8551;0,82;AGSL;SI1;H;Very good;64,4;Faint;;5.83x5.85x3.76;Excellent;Zimbabwe;Round;Excellent;55,0;1;;4144,455607947993;-7490,720914234615;-3346,265306286622
501;8552;0,7;AGSL;SI1;D; ;61,8;;;5.71x5.67x3.52;Excellent;Russia;Round;Very good;;2;;2000,9985610870458;19865,399598613178;21866,398159700224
502;8553;0,7;AGSL;VS1;F; ;63,6;;;5.63x5.59x3.57;Excellent;Russia;Emerald;Very good;;2;;1744,1983672403228;19702,19857974552;21446,396946985842
503;8554;0,81;GemEx;SI2;E; ;;None;False;5.89x5.88x3.74;Excellent;Zimbabwe;Princess;Excellent;57,0;1;;977,5894860000503;-9528,71236847001;-8551,12288246996
504;8555;1,04;AGSL;SI2;L; ;62,4;Faint;False;6.49x6.46x4.04;Excellent;Russia;Round;Excellent;;1;;585,9874775398162;13325,229850439184;13911,217327979
505;8556;0,9;GemEx;SI1;L; ;64,5;Faint;;6.05x6.01*3.89;Very good;Russia;Round;Very good;58,0;1;;697,2718386750232;13370,56041721439;14067,832255889414
506;8557;0,71;AGSL;VS1;F; ;64,0;None;;5.64x5.62-3.6;Very good;Australia;Marquise;Very good;54,0;2;;4659,25184433441;21480,005311171488;26139,257155505897
507;8558;0,92;AGSL;SI1;J; ;63,7;None;;6.18x6.13x3.92;Excellent;Botswana;Round;Excellent;;1;;702,3931715420632;9915,160417327694;10617,553588869758
508;8559;0,7;AGSL;VVS1;G; ;64,1;None;False;5.57x5.56x3.57;Excellent;Canada;Round;Excellent;55,0;1;;2511,2709240177855;18425,728022349766;20936,998946367552
509;8560;0,9;AGSL;SI1;J; ;61,3;;False;6.22x6.17x3.8;Very good;South Africa;Pear;Very good;57,0;1;;874,5632909241592;9729,179508133391;10603,74279905755
